answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,lbhd_score
['R. H. Thomson'],who plays matthew on anne with an e,"([""['"", 'Luc', 'as', ' Jade', ' Z', 'umann', ' plays', ' Matthew', ' on', ' Anne', ' with', ' an', ' E', ""']""], [-0.0015734256, -0.87279457, -0.00012142374, -0.04155775, -0.0001726703, -1.8431772e-05, -0.0009860081, -0.0345082, -0.0033282645, -0.012439364, -0.00078914035, -2.3795938e-05, -0.0002879146, -0.0048804157], [0.9984278115851014, 0.4177823942203284, 0.9998785836315639, 0.9592939345170706, 0.9998273446066582, 0.9999815683978641, 0.9990144778462579, 0.966080417794586, 0.9966772680326783, 0.9876376850769546, 0.999211170939357, 0.9999762043451211, 0.9997121268434309, 0.995131474178322], 'Lucas Jade Zumann plays Matthew on Anne with an E')","(None, None, None, ""['R.H. Thomson plays Matthew on Anne with an E']"")","(None, None, None, '[\'Matthew Cuthbert is played by actor R.H. Thomson on ""Anne with an E""\']')","(None, None, None, ""['Lucas Jade Zumann plays Matthew on Anne with an E']"")","(None, None, None, ""['Lucas Jade Zumann plays Matthew on Anne with an E']"")","(None, None, None, ""['Matthew is played by R.H. Thomson in Anne with an E']"")",0,0.6013216296210885,0.5162958204746246,0.0,"{'avg': 0.9437560980209891, 'normalized_product': 0.9225759020796797, 'min': 0.4177823942203284, 'concepts': [{'Lucas Jade Zumann': {'avg': 0.8753527650746971, 'normalized_product': 0.8328239787550076, 'min': 0.4177823942203284}}, {'plays Matthew': {'avg': 0.9825474478204219, 'normalized_product': 0.9824094483160027, 'min': 0.966080417794586}}, {'Anne with an E': {'avg': 0.996634296801216, 'normalized_product': 0.9966206691131612, 'min': 0.9876376850769546}}]}"
['Lisa Stelly'],who is the girl in green day 21 guns,"([""['"", 'The', ' girl', ' in', ' Green', ' Day', ""'s"", ' ""', '21', ' Guns', '""', ' is', ' Gloria', ""']""], [-0.0057295677, -0.16709918, -0.009582301, -0.003958836, -0.05456966, -6.9570146e-05, -0.040629886, -0.18831393, -4.1273333e-06, -0.00015026369, -7.3742274e-05, -0.06661129, -0.7792977, -0.0075279553], [0.994286814969543, 0.8461156894214924, 0.9904634629549142, 0.9960489898607316, 0.9468925460256101, 0.9999304322739465, 0.9601844418953075, 0.8283546210442037, 0.9999958726752174, 0.9998497475990228, 0.9999262604448946, 0.93555879172452, 0.4587280629221515, 0.9925003087874337], ""The girl in Green Day's 21 Guns is Gloria"")","(None, None, None, '[\'The girl in the Green Day song ""21 Guns"" is named Gloria\']')","(None, None, None, '[\'The girl in Green Day\'s ""21 Guns"" is Gloria\']')","(None, None, None, '[\'The girl in Green Day\'s ""21 Guns"" is played by actress Lou Taylor Pucci\']')","(None, None, None, '[\'The girl in Green Day\'s ""21 Guns"" is Gloria\']')","(None, None, None, '[\'The girl in Green Day\'s ""21 Guns"" is a fictional character named Gloria\']')",1,0.36370194555493074,0.35331559777259824,1.0,"{'avg': 0.9135040765701676, 'normalized_product': 0.896554041513201, 'min': 0.4587280629221515, 'concepts': [{""Green Day's "": {'avg': 0.9338405103097669, 'normalized_product': 0.931558991344685, 'min': 0.8283546210442037}}, {'21 Guns': {'avg': 0.9999239602397116, 'normalized_product': 0.9999239584588712, 'min': 0.9998497475990228}}, {'Gloria': {'avg': 0.4587280629221515, 'normalized_product': 0.4587280629221515, 'min': 0.4587280629221515}}]}"
['Ledger'],who plays joker in batman the dark knight,"([""['"", 'He', 'ath', ' Ledger', ' plays', ' the', ' Joker', ' in', ' Batman', ':', ' The', ' Dark', ' Knight', ""']""], [-0.0037409333, -0.002070087, -2.1008714e-06, -1.0802739e-05, -0.2703557, -0.2033603, -0.0018850884, -4.365741e-06, -0.10912189, -0.06466547, -7.58424e-06, -1.3856493e-06, -1.4140442e-05, -0.0021202846], [0.9962660552736655, 0.9979320541523817, 0.9999978991308068, 0.9999891973193493, 0.7631080085373294, 0.8159841893518864, 0.9981166872632019, 0.9999956342685299, 0.896621121688815, 0.9373809929955347, 0.9999924157887603, 0.99999861435166, 0.9999858596579756, 0.9978819616155733], 'Heath Ledger plays the Joker in Batman: The Dark Knight')","(None, None, None, ""['Heath Ledger played the Joker in Batman: The Dark Knight']"")","(None, None, None, ""['Heath Ledger played the Joker in Batman: The Dark Knight']"")","(None, None, None, ""['Heath Ledger plays the Joker in Batman: The Dark Knight']"")","(None, None, None, ""['Heath Ledger plays the Joker in Batman: The Dark Knight']"")","(None, None, None, ""['Heath Ledger plays Joker in Batman: The Dark Knight']"")",0,0.0011554796888958662,0.30812181234359737,0.0,"{'avg': 0.9507585562088526, 'normalized_product': 0.9471558980643935, 'min': 0.7631080085373294, 'concepts': [{'Heath Ledger': {'avg': 0.9993063835341793, 'normalized_product': 0.9993059107879699, 'min': 0.9979320541523817}}, {'plays': {'avg': 0.7631080085373294, 'normalized_product': 0.7631080085373294, 'min': 0.7631080085373294}}, {'the Joker': {'avg': 0.9070504383075442, 'normalized_product': 0.9024674154422719, 'min': 0.8159841893518864}}, {'Batman: The Dark Knight': {'avg': 0.9667958008965492, 'normalized_product': 0.9658351668441759, 'min': 0.896621121688815}}]}"
"['December 1985', '8 December 1985']",when was the south asian association for regional co-operation (saarc) formed,"([""['"", 'The', ' South', ' Asian', ' Association', ' for', ' Regional', ' Cooperation', ' (', 'SA', 'ARC', ')', ' was', ' formed', ' on', ' December', ' ', '8', ',', ' ', '198', '5', ""']""], [-0.009414512, -0.026023103, -7.9418505e-06, -9.014684e-06, -2.577686e-06, -2.58224e-05, -3.4121115e-06, -0.46106935, -0.000112245056, -1.9361265e-07, 0.0, -7.89631e-07, -1.0445127e-05, -0.00035524633, -0.002901878, -0.0047665266, -1.8193366e-05, -0.00030090412, -0.0033441829, -0.00010402, -1.0206721e-05, -4.1557283e-05, -0.02533723], [0.9906296657720122, 0.9743125798051971, 0.9999920581810364, 0.9999909853566321, 0.9999974223173222, 0.9999741779333953, 0.9999965878943212, 0.6306089431513792, 0.9998877612432406, 0.9999998063873687, 1.0, 0.9999992103693117, 0.9999895549275502, 0.9996448167625062, 0.9971023283781809, 0.9952448152603323, 0.9999818067994983, 0.9996991411471042, 0.9966614026515309, 0.9998959854098927, 0.9999897933310884, 0.9999584435804919, 0.9749810637185736], 'The South Asian Association for Regional Cooperation (SAARC) was formed on December 8, 1985')","(None, None, None, ""['The South Asian Association for Regional Cooperation (SAARC) was formed on December 8, 1985']"")","(None, None, None, ""['The South Asian Association for Regional Co-operation (SAARC) was formed on December 8, 1985']"")","(None, None, None, ""['The South Asian Association for Regional Cooperation (SAARC) was formed on December 8, 1985']"")","(None, None, None, ""['The South Asian Association for Regional Co-operation (SAARC) was formed on December 8, 1985']"")","(None, None, None, ""['The South Asian Association for Regional Cooperation (SAARC) was formed on December 8, 1985']"")",0,0.0034833983983844517,0.17310854196548464,0.0,"{'avg': 0.9796472907043942, 'normalized_product': 0.9753543180649972, 'min': 0.6306089431513792, 'concepts': [{'South Asian Association for Regional Cooperation (SAARC)': {'avg': 0.9630446952834009, 'normalized_product': 0.9549243706221402, 'min': 0.6306089431513792}}, {'formed on December 8': {'avg': 0.9980414149349245, 'normalized_product': 0.9980397973864636, 'min': 0.9952448152603323}}, {'1985': {'avg': 0.9999741184557902, 'normalized_product': 0.9999741183329361, 'min': 0.9999584435804919}}]}"
"['September 14, 2008', '2008']",when was the first hunger games book published,"([""['"", 'The', ' first', ' Hunger', ' Games', ' book', ' was', ' published', ' on', ' September', ' ', '14', ',', ' ', '200', '8', ""']""], [-0.0034085824, -0.0010361451, -0.0003771688, -0.0044049555, -4.9617593e-06, -1.8789384e-05, -0.0012358223, -1.2664457e-06, -0.07187956, -0.00028326566, -3.1186566e-05, -9.4960524e-05, -0.000111291425, -3.7027545e-05, -7.107425e-06, -2.7252845e-05, -0.039805982], [0.9965972202222112, 0.9989643915129818, 0.9996229023192102, 0.9956047320867956, 0.9999950382530095, 0.9999812107925193, 0.9987649410139061, 0.9999987335551019, 0.9306429757016128, 0.9997167744559291, 0.9999688139202959, 0.9999050439846079, 0.999888714767661, 0.9999629731405111, 0.9999928926002577, 0.9999727475263555, 0.9609758676823892], 'The first Hunger Games book was published on September 14, 2008')","(None, None, None, '[\'The first ""Hunger Games"" book was published on September 14, 2008\']')","(None, None, None, ""['The first Hunger Games book was published on September 14, 2008']"")","(None, None, None, ""['The first Hunger Games book was published on September 14, 2008']"")","(None, None, None, ""['The first Hunger Games book was published on September 14, 2008']"")","(None, None, None, ""['The first Hunger Games book was published on September 14, 2008']"")",1,0.0015186098404228686,0.2271337985992432,0.0,"{'avg': 0.9945010051221755, 'normalized_product': 0.9943361309071688, 'min': 0.9306429757016128, 'concepts': [{'The first Hunger Games book': {'avg': 0.9988336549929032, 'normalized_product': 0.9988322782096535, 'min': 0.9956047320867956}}, {'published on September 14': {'avg': 0.9883525359342373, 'normalized_product': 0.9880046297468882, 'min': 0.9306429757016128}}, {'2008': {'avg': 0.9999828200633065, 'normalized_product': 0.9999828200125777, 'min': 0.9999727475263555}}]}"
['Mary Rose Foster'],who did bette midler portray in the rose,"([""['"", 'B', 'ette', ' Mid', 'ler', ' portrayed', ' a', ' character', ' named', ' Mary', ' Rose', ' Foster', ' in', ' the', ' movie', ' ""', 'The', ' Rose', '""', ""']""], [-0.0010817562, -0.0019682467, -1.9361265e-07, -0.00031437047, -1.11603495e-05, -0.0002699185, -0.6323996, -0.2749394, -0.02637589, -0.02542417, -0.0015515215, -0.0021623985, -0.015902622, -0.016259225, -0.37669116, -0.13848901, -6.6306106e-06, -9.729906e-06, -0.0033415714, -9.984788e-05], [0.9989188286873173, 0.9980336890273315, 0.9999998063873687, 0.9996856789392184, 0.9999888397127765, 0.999730117924721, 0.5313153258485998, 0.7596181546903752, 0.9739689156167987, 0.9748963025495153, 0.9984496814872486, 0.9978399377993296, 0.9842231570715902, 0.9838722427133841, 0.6861279449317235, 0.8706728199108273, 0.9999933694113825, 0.9999902701413353, 0.9966640054361825, 0.9999001571046336], 'Bette Midler portrayed a character named Mary Rose Foster in the movie The Rose')","(None, None, None, '[\'Bette Midler portrayed the character Mary Rose Foster in ""The Rose""\']')","(None, None, None, ""['Bette Midler portrayed a character named Mary Rose Foster in the film The Rose']"")","(None, None, None, '[\'Bette Midler portrayed a character named Mary Rose Foster in the movie ""The Rose""\']')","(None, None, None, '[\'Bette Midler portrayed a rock star named Mary Rose Foster in the movie ""The Rose""\']')","(None, None, None, '[\'Bette Midler portrayed the character Mary Rose Foster in ""The Rose""\']')",1,0.00030094292014837265,0.37147793769836424,0.0,"{'avg': 0.9268600340066152, 'normalized_product': 0.9147613418596556, 'min': 0.5313153258485998, 'concepts': [{'character named Mary Rose Foster': {'avg': 0.9409545984286535, 'normalized_product': 0.93604598353775, 'min': 0.7596181546903752}}, {'Bette Midler': {'avg': 0.9994270035166739, 'normalized_product': 0.9994266716325167, 'min': 0.9980336890273315}}, {'The Rose': {'avg': 0.9988825483296334, 'normalized_product': 0.9988813155556293, 'min': 0.9966640054361825}}]}"
['David Gahan'],who is the lead singer of depeche mode,"([""['"", 'Dave', ' G', 'ahan', ' is', ' the', ' lead', ' singer', ' of', ' De', 'pe', 'che', ' Mode', ""']""], [-0.0015697376, -0.19389582, -5.2001665e-06, -4.3202e-07, -0.00023035755, -3.4121115e-06, -7.89631e-07, -7.822647e-06, -7.89631e-07, -2.3392786e-06, -1.9361265e-07, -1.8624639e-06, -1.640531e-05, -0.00081248593], [0.9984314937936605, 0.8237437174189729, 0.9999947998470209, 0.9999995679800934, 0.9997696689802632, 0.9999965878943212, 0.9999992103693117, 0.9999921773835968, 0.9999992103693117, 0.9999976607241361, 0.9999998063873687, 0.9999981375378344, 0.9999835948245663, 0.9991878440473199], 'Dave Gahan is the lead singer of Depeche Mode')","(None, None, None, ""['Dave Gahan is the lead singer of Depeche Mode']"")","(None, None, None, ""['Dave Gahan is the lead singer of Depeche Mode']"")","(None, None, None, ""['Dave Gahan is the lead singer of Depeche Mode']"")","(None, None, None, ""['Dave Gahan is the lead singer of Depeche Mode']"")","(None, None, None, ""['Dave Gahan is the lead singer of Depeche Mode']"")",0,0.0010395175777375698,0.3143812417984009,0.0,"{'avg': 0.9852895116430664, 'normalized_product': 0.9839497482995799, 'min': 0.8237437174189729, 'concepts': [{'Dave Gahan': {'avg': 0.9412460284153624, 'normalized_product': 0.9374106640149519, 'min': 0.8237437174189729}}, {'lead singer': {'avg': 0.9999956938764543, 'normalized_product': 0.9999956938702713, 'min': 0.9999921773835968}}, {'Depeche Mode': {'avg': 0.9999947998684764, 'normalized_product': 0.9999947998472334, 'min': 0.9999835948245663}}]}"
['New Orleans'],where did the butchers in the slaughterhouse cases live,"([""['"", 'The', ' but', 'chers', ' in', ' the', ' S', 'laughter', 'house', ' Cases', ' lived', ' in', ' New', ' Orleans', ',', ' Louisiana', ""']""], [-0.0061775134, -0.006722945, -0.002977226, -2.129266e-05, -0.0011641497, -0.0002905334, -0.00040195213, -0.0003358198, -0.023977246, -0.0039241645, -0.0024183453, -0.007891705, -0.4095844, -8.792751e-05, -0.30289352, -0.00030233458, -0.009190103], [0.993841528205802, 0.9932996034358084, 0.9970272015423063, 0.999978707566687, 0.9988365276593872, 0.9997095088007413, 0.9995981286419349, 0.9996642365811576, 0.9763079244156844, 0.9960835249719723, 0.9975845765411802, 0.9921393527506673, 0.6639261205021673, 0.9999120763555102, 0.7386777465895275, 0.9996977111184936, 0.9908519969303018], 'The butchers in the Slaughterhouse Cases lived in New Orleans, Louisiana')","(None, None, None, ""['The butchers in the Slaughterhouse Cases lived in New Orleans, Louisiana']"")","(None, None, None, ""['The butchers in the Slaughterhouse Cases lived in New Orleans, Louisiana']"")","(None, None, None, ""['The butchers in the Slaughterhouse Cases lived in Louisiana']"")","(None, None, None, ""['The butchers in the Slaughterhouse Cases lived in the city of New Orleans']"")","(None, None, None, ""['The butchers in the Slaughterhouse Cases lived in New Orleans, Louisiana']"")",0,0.11786300856620073,0.2419718980789185,0.0,"{'avg': 0.9538290299867027, 'normalized_product': 0.947037690623866, 'min': 0.6639261205021673, 'concepts': [{'butchers': {'avg': 0.9985029545544967, 'normalized_product': 0.9985018639978126, 'min': 0.9970272015423063}}, {'Slaughterhouse Cases': {'avg': 0.9929134536526872, 'normalized_product': 0.9928657746666979, 'min': 0.9763079244156844}}, {'New Orleans': {'avg': 0.800838647815735, 'normalized_product': 0.7885795821238132, 'min': 0.6639261205021673}}, {'Louisiana': {'avg': 0.9996977111184936, 'normalized_product': 0.9996977111184936, 'min': 0.9996977111184936}}]}"
['W. Edwards Deming'],who developed the concept of total quality management,"([""['"", 'W', '.', ' Edwards', ' Dem', 'ing', ' is', ' the', ' individual', ' who', ' developed', ' the', ' concept', ' of', ' total', ' quality', ' management', ""']""], [-0.001984187, -0.31798166, -0.0008504863, -5.7292167e-05, -1.9361265e-07, -2.0339032e-05, -0.5399768, -0.35198966, -0.36300412, -0.023199469, -9.73446e-05, -7.9418505e-06, -2.220075e-06, -6.704273e-07, -0.5193327, -1.2590794e-05, -1.504853e-06, -0.0051589273], [0.9980177801977144, 0.7276161327721024, 0.9991498752609651, 0.9999427094741649, 0.9999998063873687, 0.9999796611748367, 0.5827617722902751, 0.7032873939303981, 0.6955835676888926, 0.9770675696432108, 0.9999026601378318, 0.9999920581810364, 0.9999977799274644, 0.9999993295729247, 0.5949174039281189, 0.9999874092852638, 0.9999984951481323, 0.9948543571111885], 'W. Edwards Deming is the individual who developed the concept of total quality management')","(None, None, None, ""['Total Quality Management was developed by W. Edwards Deming and Joseph Juran']"")","(None, None, None, ""['W. Edwards Deming is the individual who developed the concept of total quality management']"")","(None, None, None, ""['The concept of Total Quality Management was developed by W. Edwards Deming']"")","(None, None, None, ""['Total Quality Management was developed by W. Edwards Deming']"")","(None, None, None, ""['W. Edwards Deming and Joseph Juran are known for developing the concept of total quality management']"")",0,0.20781469082576223,0.44245049357414246,0.0,"{'avg': 0.9051264153915058, 'normalized_product': 0.8890192808003066, 'min': 0.5827617722902751, 'concepts': [{'total quality management': {'avg': 0.8649677694538384, 'normalized_product': 0.8410403861766925, 'min': 0.5949174039281189}}, {'W Edwards Deming': {'avg': 0.9453376370138876, 'normalized_product': 0.9382095123317866, 'min': 0.7276161327721024}}]}"
"['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']",who wrote cant get you out of my head lyrics,"([""['"", 'The', ' lyrics', ' for', ' ""', 'Can', ""'t"", ' Get', ' You', ' Out', ' of', ' My', ' Head', '""', ' were', ' written', ' by', ' Cathy', ' Dennis', ' and', ' Rob', ' Davis', ""']""], [-0.0032088463, -0.3871667, -0.022144917, -0.29724896, -0.01992168, -0.00011486754, -0.010567734, -0.0019866866, -4.4179764e-05, -0.012715416, -0.010842417, -0.00034046874, -6.2656334e-05, -8.971556e-05, -0.003236298, -4.608702e-05, -7.9418505e-06, -0.008809323, -7.0404574e-05, -0.028318437, -0.00916896, -0.0015347394, -0.030075358], [0.9967962965449515, 0.6789778998761822, 0.9780984816825516, 0.7428590471500471, 0.9802754454732074, 0.9998851390570233, 0.9894879083240323, 0.9980152855555887, 0.9999558212119114, 0.9873650833465714, 0.9892161501422952, 0.9996595892129042, 0.999937345628867, 0.9999102884643205, 0.996768933167645, 0.9999539140419904, 0.9999920581810364, 0.9912293653963156, 0.9999295979043439, 0.9720787716627775, 0.990872946735543, 0.9984664377102501, 0.9703724054694185], ""The lyrics for Can't Get You Out of My Head were written by Cathy Dennis and Rob Davis"")","(None, None, None, '[\'The lyrics of ""Can\'t Get You Out of My Head"" were written by Cathy Dennis and Rob Davis\']')","(None, None, None, '[\'""Can\'t Get You Out of My Head"" lyrics were written by Cathy Dennis and Rob Davis\']')","(None, None, None, '[\'The lyrics for ""Can\'t Get You Out of My Head"" were written by Cathy Dennis and Rob Davis\']')","(None, None, None, '[\'""Can\'t Get You Out of My Head"" lyrics were written by Cathy Dennis and Rob Davis\']')","(None, None, None, '[\'The lyrics of ""Can\'t Get You Out of My Head"" were written by Cathy Dennis\']')",0,0.19774467361858114,0.24517647027969358,0.0,"{'avg': 0.9663302623774002, 'normalized_product': 0.9619596337356171, 'min': 0.6789778998761822, 'concepts': [{'lyrics': {'avg': 0.9780984816825516, 'normalized_product': 0.9780984816825516, 'min': 0.9780984816825516}}, {""Can't Get You Out of My Head"": {'avg': 0.9959369567715015, 'normalized_product': 0.9959234272586938, 'min': 0.9873650833465714}}, {'written by': {'avg': 0.9999729861115134, 'normalized_product': 0.9999729859296366, 'min': 0.9999539140419904}}, {'Cathy Dennis': {'avg': 0.9955794816503297, 'normalized_product': 0.9955699778376785, 'min': 0.9912293653963156}}, {'Rob Davis': {'avg': 0.9946696922228966, 'normalized_product': 0.9946624459335418, 'min': 0.990872946735543}}]}"
"['the Elkia Federation', 'the sixth volume']",where does no game no life anime end,"([""['"", 'The', ' ""', 'No', ' Game', ' No', ' Life', '""', ' anime', ' ends', ' at', ' the', ' conclusion', ' of', ' the', ' ', '12', 'th', ' episode', ""']""], [-0.0006912283, -0.09347209, -0.8735182, -8.776276e-06, -1.3067608e-05, -0.00015753144, -2.749125e-05, -2.5345586e-05, -1.378283e-05, -0.025004765, -0.47877192, -0.11555942, -0.31327114, -0.000106046464, -0.8293401, -0.4412911, -0.25112104, -0.003445284, -0.003686771, -0.80318874], [0.9993090105432465, 0.9107634364789868, 0.41748018370388423, 0.9999912237625114, 0.9999869324773808, 0.9998424809674258, 0.9999725091278809, 0.9999746547351966, 0.9999862172649827, 0.9753052646876742, 0.6195437741235421, 0.8908676353094475, 0.7310516683447721, 0.9998939591587275, 0.4363371302092243, 0.6432054422137227, 0.7779282054301528, 0.9965606441808772, 0.9963200167959579, 0.44789845285255464], 'The No Game No Life anime ends at the conclusion of the 12th episode')","(None, None, None, '[\'The ""No Game No Life"" anime ends at Volume 3\']')","(None, None, None, ""['The anime adaptation of No Game No Life ends at the 6th volume of the light novel']"")","(None, None, None, ""['The No Game No Life anime ends at the conclusion of volume 3 of the light novel series']"")","(None, None, None, ""['No Game No Life anime ends on a cliffhanger leaving an open ending for potential continuation']"")","(None, None, None, ""['The No Game No Life anime ends at the conclusion of Volume 3 of the light novel series']"")",0,0.9853783965110778,0.5254329681396485,1.0,"{'avg': 0.8531849260978176, 'normalized_product': 0.8229181823624425, 'min': 0.41748018370388423, 'concepts': [{'No Game No Life anime': {'avg': 0.9999590030558964, 'normalized_product': 0.9999590016754543, 'min': 0.9998424809674258}}, {'12th episode': {'avg': 0.9236029554689961, 'normalized_product': 0.9175168216482092, 'min': 0.7779282054301528}}]}"
"['October 24, 2006', '2005']",when did taylor swift's first album release,"([""['"", 'Taylor', ' Swift', ""'s"", ' first', ' album', ' was', ' released', ' on', ' October', ' ', '24', ',', ' ', '200', '6', ""']""], [-0.0049550356, -0.00014346908, -1.2352386e-05, -0.08799804, -0.0033536863, -0.011305048, -0.07328406, -0.00015753144, -0.030534722, -2.1411865e-05, -3.4047454e-05, -6.82589e-05, -0.00013381359, -1.1279553e-05, -1.4498052e-05, -8.4828214e-05, -0.0048497], [0.9950572203376735, 0.9998565412111963, 0.9999876476902904, 0.915762671616403, 0.9966519310245633, 0.9887586139289172, 0.929336805115249, 0.9998424809674258, 0.9699267536857821, 0.9999785883642324, 0.999965953125608, 0.9999317434295857, 0.9998661953626391, 0.9999887205106139, 0.9999855020530962, 0.9999151753838112, 0.9951620408075788], ""Taylor Swift's first album was released on October 24, 2006"")","(None, None, None, ""['Taylor Swift's first album was released on October 24, 2006']"")","(None, None, None, '[\'Taylor Swift\'s first album, ""Taylor Swift,"" was released on October 24, 2006\']')","(None, None, None, ""['Taylor Swift's first album was released on October 24, 2006']"")","(None, None, None, ""['Taylor Swift’s first album was released on October 24, 2006']"")","(None, None, None, ""['Taylor Swift's first album was released on October 24, 2006']."")",0,0.0008352408302016556,0.27212378978729246,0.5,"{'avg': 0.9856992407388434, 'normalized_product': 0.9853144009524731, 'min': 0.915762671616403, 'concepts': [{'October 24': {'avg': 0.9999413119167677, 'normalized_product': 0.9999413107452817, 'min': 0.9998661953626391}}, {'2006': {'avg': 0.9999503387184537, 'normalized_product': 0.999950338100193, 'min': 0.9999151753838112}}, {'Taylor Swift': {'avg': 0.9999220944507433, 'normalized_product': 0.9999220923019623, 'min': 0.9998565412111963}}, {'first album': {'avg': 0.9927052724767402, 'normalized_product': 0.9926974271596688, 'min': 0.9887586139289172}}, {'released': {'avg': 0.9998424809674258, 'normalized_product': 0.9998424809674258, 'min': 0.9998424809674258}}]}"
"['Fifty Shades of Grey', 'Fifty Shades Darker', 'Fifty Shades Freed']",what are the three fifty shades of grey books,"([""['"", 'The', ' three', ' Fifty', ' Shades', ' of', ' Grey', ' books', ' are', ':', ' Fifty', ' Shades', ' of', ' Grey', ',', ' Fifty', ' Shades', ' Dark', 'er', ',', ' and', ' Fifty', ' Shades', ' Freed', ""']""], [-0.003938295, -0.019237712, -0.00028743778, -0.3904812, -1.473646e-05, -1.6524515e-05, -9.849109e-06, -0.00010914576, -7.159661e-05, -0.6854538, -0.16003998, -4.561021e-05, -6.749814e-06, -3.9888433e-05, -4.2153304e-05, -1.1994775e-05, -8.780831e-05, -6.704273e-07, -3.5313153e-06, -0.00020163313, -0.0006260606, -9.968313e-06, -0.00017839209, 0.0, -0.008717869], [0.9960694499131667, 0.9809461518538007, 0.9997126035262809, 0.6767311531050085, 0.9999852636485811, 0.999983475621529, 0.9999901509395023, 0.9998908601961818, 0.9999284059529762, 0.5038615253255635, 0.8521097209385529, 0.9999543908301298, 0.9999932502087799, 0.999960112362533, 0.9999578475844381, 0.999988005296937, 0.9999121955450369, 0.9999993295729247, 0.9999964686909351, 0.9997983871965933, 0.9993741353350463, 0.9999900317366834, 0.9998216238209228, 1.0, 0.9913200214320639], 'The three Fifty Shades of Grey books are: Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed')","(None, None, None, ""['The three Fifty Shades of Grey books are: Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed']"")","(None, None, None, ""['The three Fifty Shades of Grey books are Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed']"")","(None, None, None, '[\'The three ""Fifty Shades of Grey"" books are ""Fifty Shades of Grey,"" ""Fifty Shades Darker,"" and ""Fifty Shades Freed""\']')","(None, None, None, '[\'The three ""Fifty Shades of Grey"" books are ""Fifty Shades of Grey,"" ""Fifty Shades Darker,"" and ""Fifty Shades Freed""\']')","(None, None, None, ""['The three Fifty Shades of Grey books are: Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed']"")",0,0.0048688254319131374,0.24213293790817259,0.0,"{'avg': 0.9630909204128014, 'normalized_product': 0.9508064534188488, 'min': 0.5038615253255635, 'concepts': [{'Fifty Shades of Grey': {'avg': 0.9703950643848869, 'normalized_product': 0.9684728046915524, 'min': 0.8521097209385529}}, {'Fifty Shades Darker': {'avg': 0.9999388772604855, 'normalized_product': 0.9999388742767331, 'min': 0.9997983871965933}}, {'Fifty Shades Freed': {'avg': 0.999937218519202, 'normalized_product': 0.99993721517005, 'min': 0.9998216238209228}}]}"
['judges'],who has the power (judicial) to make decisions in courts of law,"([""['"", 'Jud', 'ges', ' have', ' the', ' power', ' (', 'jud', 'icial', ')', ' to', ' make', ' decisions', ' in', ' courts', ' of', ' law', ""']""], [-0.0012778536, -0.01189386, -0.0002321456, -0.011632087, -9.639097e-05, -0.0020358223, -0.051811595, -0.00010294717, -3.8934802e-05, -9.984788e-05, -1.9743013e-05, -2.9352968e-06, -4.4849444e-06, -2.220075e-06, -0.00020890454, -3.1281633e-07, -6.0345924e-06, -0.00074125355], [0.9987229625072527, 0.9881765923593901, 0.9997678813437048, 0.9884353041709081, 0.9999036136754603, 0.9979662485806652, 0.9495077419980048, 0.9998970581288781, 0.9999610659559496, 0.9999001571046336, 0.999980257181892, 0.9999970647075079, 0.9999955150656573, 0.9999977799274644, 0.999791117279034, 0.9999996871837189, 0.9999939654258081, 0.9992590211105441], 'Judges have the power (judicial) to make decisions in courts of law')","(None, None, None, ""['Judges have the power (judicial) to make decisions in courts of law']"")","(None, None, None, ""['Judges have the power (judicial) to make decisions in courts of law']"")","(None, None, None, ""['Judges have the power (judicial) to make decisions in courts of law']"")","(None, None, None, ""['Judges have the power (judicial) to make decisions in courts of law']"")","(None, None, None, ""['Judges have the power (judicial) to make decisions in courts of law']"")",0,0.001881059492006898,0.375285804271698,0.0,"{'avg': 0.9952044406305423, 'normalized_product': 0.9951251541930377, 'min': 0.9495077419980048, 'concepts': [{'Judges': {'avg': 0.9939722368515475, 'normalized_product': 0.993955340111712, 'min': 0.9881765923593901}}, {'power': {'avg': 0.9979662485806652, 'normalized_product': 0.9979662485806652, 'min': 0.9979662485806652}}, {'judicial': {'avg': 0.9999290620424138, 'normalized_product': 0.9999290615302523, 'min': 0.9998970581288781}}, {'decisions': {'avg': 0.9999955150656573, 'normalized_product': 0.9999955150656573, 'min': 0.9999955150656573}}, {'courts of law': {'avg': 0.9999282566295203, 'normalized_product': 0.9999282519244396, 'min': 0.999791117279034}}]}"
