answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,lbhd_score,ground_truth
['Omar Khayyam'],i was a great islamic scholar and mathematician who died in 1131 ce,"(["" ['"", 'O', 'mar', ' Kh', 'ay', 'y', 'am', ' was', ' a', ' great', ' Islamic', ' scholar', ' and', ' mat', 'hem', 'atic', 'ian', ' who', ' died', ' in', ' ', '1', '1', '3', '1', ' CE', ""']"", '</s>'], array([ 0.        , -0.70651896, -0.69314718, -0.69316029, -0.6931479 ,
       -0.69314849, -1.05128806, -1.96862709, -0.70339235, -0.69326282,
       -0.69364226, -0.6933086 , -0.69356903, -0.69318545, -0.69315004,
       -0.69314766, -0.69315719, -0.69338563, -0.69314861, -0.69314849,
       -0.69328535, -0.69314718, -0.69314766, -0.69314742, -0.69314754,
       -0.70460324, -0.69428079, -0.69456726]), [1.0, 0.493358612, 0.5, 0.499993443489, 0.49999964237213, 0.4999993443489, 0.3494873, 0.13964844999999998, 0.4949035645, 0.499942183495, 0.499752521515, 0.49991929531, 0.499789118765, 0.499980866909, 0.4999985694885, 0.49999976158142, 0.49999499321, 0.49988079071, 0.49999928474425, 0.4999993443489, 0.499930918215, 0.5, 0.49999976158142, 0.49999988079071, 0.499999821186065, 0.494304657, 0.49943351745, 0.4992904663], 'Omar Khayyam was a great Islamic scholar and mathematician who died in 1131 CE')","(None, None, None, "" ['Omar Khayyam']"")","(None, None, None, "" ['Omar Khayyám, the Persian polymath, was a great Islamic scholar and mathematician who died in 1131 CE']"")","(None, None, None, "" ['Omar Khayyam was a great Islamic scholar and mathematician who died in 1131 CE']"")","(None, None, None, "" ['Omar Khayyam was a great Islamic scholar and mathematician who died in 1131 CE']"")","(None, None, None, "" ['Omar Khayyam, a Persian poet, philosopher, mathematician, and astronomer, died in 1131 CE']"")",0,0.1376225570566021,0.4158653229475021,0.0,"{'avg': 0.4769948853903859, 'normalized_product': 0.4649755665885388, 'min': 0.13964844999999998, 'concepts': [{'Omar Khayyam': {'avg': 0.47380639036833827, 'normalized_product': 0.46997842957109776, 'min': 0.3494873}}, {'great Islamic scholar': {'avg': 0.49987133344, 'normalized_product': 0.49987132629217385, 'min': 0.499752521515}}, {'mathematician': {'avg': 0.49999354779723004, 'normalized_product': 0.49999354774054805, 'min': 0.499980866909}}, {'died in 1131 CE': {'avg': 0.4990389843808208, 'normalized_product': 0.49903446947382085, 'min': 0.494304657}}]}",0.0
['Guy Boucher'],who is the coach for the ottawa senators,"(["" ['"", 'D', '.', 'J', '.', ' Smith', ' is', ' the', ' coach', ' for', ' the', ' Ott', 'awa', ' Sen', 'ators', ""']"", '</s>'], array([-2.44179809e-04, -8.32555178e-01, -7.29062814e-01, -8.67831956e-01,
       -6.93331614e-01, -6.93149565e-01, -8.56269469e-01, -7.02799018e-01,
       -1.28117802e+00, -7.07640745e-01, -6.93210960e-01, -6.93148253e-01,
       -6.93206668e-01, -6.93147300e-01, -6.93147419e-01, -1.22311646e+00,
       -6.94534785e-01]), [0.99975585, 0.434936525, 0.48236084, 0.41986084, 0.499907791615, 0.4999988079071, 0.42474365000000003, 0.495197296, 0.27770996000000003, 0.492805481, 0.499968111515, 0.4999994635582, 0.4999702572825, 0.499999940395355, 0.49999988079071, 0.294311525, 0.49930667875], 'D.J. Smith is the coach for the Ottawa Senators')","(None, None, None, "" ['D.J. Smith is the coach for the Ottawa Senators as of 2022']"")","(None, None, None, "" ['D. J. Smith is the coach for the Ottawa Senators']"")","(None, None, None, "" ['D.J. Smith is the coach for the Ottawa Senators as of the 2019-2020 season']"")","(None, None, None, "" ['D. J. Smith is the coach for the Ottawa Senators']"")","(None, None, None, "" ['D. J. Smith is the current coach for the Ottawa Senators']"")",0,0.0009440602269023656,0.34012959003448484,0.0,"{'avg': 0.46249172575532205, 'normalized_product': 0.45696365136017714, 'min': 0.27770996000000003, 'concepts': [{'DJ Smith': {'avg': 0.46367599113052504, 'normalized_product': 0.46221872080332155, 'min': 0.41986084}}, {'coach': {'avg': 0.27770996000000003, 'normalized_product': 0.27770996000000003, 'min': 0.27770996000000003}}, {'Ottawa Senators': {'avg': 0.49999238550669123, 'normalized_product': 0.4999923853434324, 'min': 0.4999702572825}}]}",0.0
['53'],last episode of what happens to my family,"(["" ['"", 'Without', ' more', ' context', ',', ' it', ""'"", 's', ' impossible', ' to', ' accurately', ' answer', ' this', ' question', ' as', ' ""', 'What', ' H', 'app', 'ens', ' to', ' My', ' Family', '""', ' is', ' not', ' a', ' known', ' TV', ' show', ' or', ' movie', ""']"", '</s>'], array([-0.00661362,         nan, -1.0237286 , -0.72713503, -0.82424014,
       -1.14342478, -1.70976556, -0.69314718, -1.08575583, -0.78200241,
       -1.67137566, -0.9090841 , -0.91668754, -0.69365419, -1.90923744,
       -0.92650507, -0.72217466, -0.7307408 , -0.69314742, -0.69314766,
       -0.71326083, -0.69520542, -0.69314885, -0.69678921, -0.78140223,
       -0.73445503, -0.69471625, -1.182477  , -1.09119359, -0.70077892,
       -1.00521266, -0.85282663, -1.17296444, -0.69321275]), [0.9934082, -0.07568359999999996, 0.35925293, 0.483291626, 0.438568115, 0.31872558500000003, 0.18090820000000002, 0.5, 0.337646485, 0.457489015, 0.18798828, 0.402893065, 0.39984131, 0.49974656105, 0.14819335, 0.39593506, 0.485694885, 0.481552124, 0.49999988079071, 0.49999976158142, 0.49004364, 0.4989719391, 0.499999165535, 0.49818229675, 0.457763672, 0.479766845, 0.4992160797, 0.30651855, 0.33581543, 0.49619865415, 0.36596680000000004, 0.426208495, 0.30944824000000004, 0.499967217445], ""Without more context, it's impossible to accurately answer this question as What Happens to My Family is not a known TV show or movie"")","(None, None, None, ' [\'The show ""What Happens to My Family"" has aired its final episode, and the story arc has reached its conclusion. Without spoiling, the series wraps up all the major storylines for each character\']')","(None, None, None, ' [\'I\'m unable to assist you as there are multiple TV shows, movies, books and other forms of media with ""What Happens To My Family"" in the title. Could you please specify the medium and series to provide a specific answer.\']')","(None, None, None, ' [\'I\'m unable to provide an answer, as ""What Happens to My Family"" is not a known TV show or series, making it impossible for me to determine the events of its last episode\']')","(None, None, None, ' [\'The show ""What Happens to My Family"" doesn\'t exist, so I can\'t answer this question\']')","(None, None, None, ' [\'Without more context, it\'s impossible to answer this question as ""What Happens to My Family"" is not a known TV show or movie\']')",-1.0,0.39494134453125296,0.4953937709331513,0.0,"{'avg': 0.39664017285523767, 'normalized_product': 0.04077311468245404, 'min': -0.07568359999999996, 'concepts': [{'Without more context': {'avg': 0.30135726775, 'normalized_product': 1.661160749157325e-08, 'min': -0.07568359999999996}}, {""it's impossible to accurately answer this question"": {'avg': 0.36502650011666665, 'normalized_product': 0.34396657072188075, 'min': 0.18090820000000002}}, {'is not a known TV show or movie': {'avg': 0.42093181573125005, 'normalized_product': 0.41462416789918866, 'min': 0.30651855}}]}",1.0
"['1976', '2017/18']",when is the last time the vikings were in the nfc championship,"(["" ['"", 'The', ' last', ' time', ' the', ' Vik', 'ings', ' were', ' in', ' the', ' N', 'FC', ' Championship', ' was', ' in', ' the', ' ', '2', '0', '1', '7', '-', '2', '0', '1', '8', ' season', ""']"", '</s>'], array([ 0.        , -0.71947649, -1.73574103, -0.69314754, -0.69318426,
       -1.85006752, -0.69314718, -0.69397579, -0.69315147, -0.69323826,
       -0.69317317, -0.69316637, -0.70318426, -0.71148756, -0.81571766,
       -0.75236136, -0.69943061, -0.6931473 , -0.69314718, -0.70809755,
       -0.69632223, -1.11175987, -0.78206912, -0.69314766, -0.69314718,
       -0.69314718, -1.45920113, -0.7136034 , -0.69360553]), [1.0, 0.487007141, 0.17626953, 0.499999821186065, 0.499981462955, 0.15722655000000002, 0.5, 0.49958586693, 0.4999978542328, 0.49995446205, 0.4999870061875, 0.499990403652, 0.4950065615, 0.490913391, 0.4423217775, 0.4712524415, 0.4968681335, 0.499999940395355, 0.5, 0.492580414, 0.4984149933, 0.32897949000000004, 0.457458495, 0.49999976158142, 0.5, 0.5, 0.232421875, 0.4898757935, 0.49977087975], 'The last time the Vikings were in the NFC Championship was in the 2017-2018 season')","(None, None, None, "" ['The last time the Minnesota Vikings were in the NFC Championship was in the 2017 NFL season']"")","(None, None, None, "" ['The Minnesota Vikings last appeared in the NFC Championship in the 2017-2018 football season']"")","(None, None, None, "" ['The Minnesota Vikings were last in the NFC Championship in the 2017-18 season']"")","(None, None, None, "" ['The last time the Vikings were in the NFC Championship was in 2018']"")","(None, None, None, "" ['The last time the Minnesota Vikings were in the NFC Championship was in the 2017-2018 NFL season']"")",0,0.07221565172658302,0.3008265376091004,0.0,"{'avg': 0.4366851619418492, 'normalized_product': 0.4151383063385241, 'min': 0.15722655000000002, 'concepts': [{'in the NFC Championship': {'avg': 0.49898725752446005, 'normalized_product': 0.498983271857634, 'min': 0.4950065615}}, {'2017-2018 season': {'avg': 0.43103923069734573, 'normalized_product': 0.41663611967080943, 'min': 0.232421875}}]}",0.0
"['blue', 'white', 'red']",what are the colors of the netherlands flag,"(["" ['"", 'The', ' colors', ' of', ' the', ' Netherlands', ' flag', ' are', ' red', ',', ' white', ',', ' and', ' blue', ""']"", '</s>'], array([ 0.        , -0.7227246 , -0.70970191, -0.69318902, -0.6931982 ,
       -0.72220608, -0.69924253, -0.69440682, -0.69388798, -0.69324339,
       -0.69315684, -1.04536777, -0.69315016, -0.69314766, -1.06855111,
       -0.69432566]), [1.0, 0.4854278565, 0.4917907715, 0.49997907877, 0.499974489212, 0.4856796265, 0.49696159365, 0.49937057495, 0.49962973595, 0.49995189905, 0.499995172024, 0.3515625, 0.4999985098839, 0.49999976158142, 0.34350586, 0.4994111061], 'The colors of the Netherlands flag are red, white, and blue')","(None, None, None, "" ['The colors of the Netherlands flag are red, white and blue']"")","(None, None, None, "" ['The colors of the Netherlands flag are red, white and blue']"")","(None, None, None, "" ['The colors of the Netherlands flag are red, white and blue']"")","(None, None, None, "" ['The colors of the Netherlands flag are red, white, and blue']"")","(None, None, None, "" ['The colors of the Netherlands flag are red, white, and blue']"")",0,0.0011941257165744902,0.2507205605506897,0.0,"{'avg': 0.4841974725434433, 'normalized_product': 0.4821749332356299, 'min': 0.3515625, 'concepts': [{'red': {'avg': 0.4997908175, 'normalized_product': 0.4997907915418736, 'min': 0.49962973595}}, {'white': {'avg': 0.425778836012, 'normalized_product': 0.4192607215858498, 'min': 0.3515625}}, {'and blue': {'avg': 0.49999913573265997, 'normalized_product': 0.49999913573226834, 'min': 0.4999985098839}}]}",0.0
['in the Gospel of Luke'],where is lord's prayer found in bible,"(["" ['"", 'The', ' Lord', ""'"", 's', ' Pray', 'er', ' is', ' found', ' in', ' the', ' New', ' Testament', ' of', ' the', ' Bible', ',', ' specifically', ' in', ' the', ' book', ' of', ' Matthew', ' (', 'M', 'att', 'hew', ' ', '6', ':', '9', '-', '1', '3', ')', ' and', ' Luke', ' (', 'Lu', 'ke', ' ', '1', '1', ':', '2', '-', '4', ')', ""']"", '</s>'], array([-9.77027136e-04, -6.94970360e-01, -6.93150638e-01, -7.23353471e-01,
       -6.93147181e-01, -7.07865252e-01, -6.93147181e-01, -8.16960326e-01,
       -6.99845283e-01, -6.93514413e-01, -1.88001446e+00, -1.53444097e+00,
       -6.93243745e-01, -7.65463261e-01, -6.93613159e-01, -7.07029410e-01,
       -1.01459611e+00, -1.72883969e+00, -7.32961331e-01, -8.28354079e-01,
       -8.42001846e-01, -6.93159221e-01, -6.93461466e-01, -1.48581264e+00,
       -1.36886895e+00, -6.94475577e-01, -6.96720299e-01, -6.93150638e-01,
       -6.93148492e-01, -6.93172215e-01, -6.93191289e-01, -6.98785912e-01,
       -6.93147777e-01, -6.97080228e-01, -7.27766680e-01, -7.87889898e-01,
       -1.76525827e+00, -6.93254236e-01, -6.93354030e-01, -6.93147419e-01,
       -6.93233969e-01, -6.93154572e-01, -6.93148134e-01, -6.93148849e-01,
       -6.96812183e-01, -6.93429031e-01, -6.93407568e-01, -7.02105953e-01,
       -6.93841219e-01, -6.93647031e-01]), [0.9990234499999999, 0.499089241, 0.4999982714653, 0.4851226805, 0.5, 0.49269485475, 0.5, 0.44177246, 0.49666214, 0.4998164177, 0.1525879, 0.21557617, 0.4999517202375, 0.46511841, 0.49976706505, 0.493106842, 0.36254883, 0.177490235, 0.480484009, 0.43676758, 0.43084717, 0.499993979931, 0.49984288215, 0.22631835, 0.25439453, 0.4993362427, 0.498216629, 0.4999982714653, 0.4999993443489, 0.499987483025, 0.4999779462815, 0.497188568, 0.499999701976775, 0.49803733825, 0.48298645, 0.454803465, 0.17114258, 0.49994647503, 0.49989658594, 0.49999988079071, 0.49995660782, 0.499996304512, 0.49999952316285, 0.499999165535, 0.49817085265, 0.49985909462, 0.49986982345, 0.495540619, 0.499653100965, 0.49975013733], ""The Lord's Prayer is found in the New Testament of the Bible, specifically in the book of Matthew (Matthew 6:9-13) and Luke (Luke 11:2-4)"")","(None, None, None, "" ['The Lord's Prayer is found in two places in the Bible: Matthew 6:9-13 and Luke 11:2-4 in the New Testament']"")","(None, None, None, "" ['The Lord's Prayer is found in the New Testament of the Bible, specifically in the book of Matthew 6:9-13 and Luke 11:2-4']"")","(None, None, None, "" ['The Lord's Prayer is found in the Bible in the book of Matthew, chapter 6, verses 9-13']"")","(None, None, None, "" ['The Lord's Prayer can be found in two books of the Christian Bible, one in the New Testament in the Gospel of Matthew 6:9-13 and another in the Gospel of Luke 11:2-4']"")","(None, None, None, "" ['The Lord's Prayer is found in two places in the Bible: Matthew 6:9-13 and Luke 11:2-4']"")",0,0.012648864253424107,0.4470349609851837,0.0,"{'avg': 0.45503043804479887, 'normalized_product': 0.44028239877722647, 'min': 0.17114258, 'concepts': [{""The Lord's Prayer"": {'avg': 0.4961508412858833, 'normalized_product': 0.4961192223253284, 'min': 0.4851226805}}, {'New Testament': {'avg': 0.35776394511875, 'normalized_product': 0.32829510662468264, 'min': 0.21557617}}, {'Bible': {'avg': 0.42782783599999996, 'normalized_product': 0.4228182926885908, 'min': 0.36254883}}, {'book of Matthew': {'avg': 0.4768946773603333, 'normalized_product': 0.475744574304488, 'min': 0.43084717}}, {'Matthew 6:9-13': {'avg': 0.47471360550474745, 'normalized_product': 0.46665076036557324, 'min': 0.25439453}}, {'Luke 11:2-4': {'avg': 0.49971894174607, 'normalized_product': 0.49971859554561326, 'min': 0.49817085265}}]}",0.0
"['2003', '2000']",when was the last time oklahoma won a national championship in football,"(["" ['"", 'O', 'klahoma', ' last', ' won', ' a', ' national', ' championship', ' in', ' football', ' in', ' ', '2', '0', '0', '0', ""']"", '</s>'], array([ 0.        , -0.75765315, -0.69314813, -1.22270177, -0.69314778,
       -0.71396167, -0.76901263, -0.69314742, -0.6931529 , -0.69585738,
       -0.69316387, -1.58674804, -0.69314718, -0.69314718, -0.69315433,
       -0.69315707, -0.69515764, -0.69328762]), [1.0, 0.468765259, 0.49999952316285, 0.29443359999999996, 0.499999701976775, 0.4897003175, 0.46347046000000003, 0.49999988079071, 0.499997138977, 0.49864673615, 0.49999165535, 0.20458985000000002, 0.5, 0.5, 0.4999964237213, 0.4999950528145, 0.498995781, 0.49992978573], 'Oklahoma last won a national championship in football in 2000')","(None, None, None, "" ['Oklahoma won the last of their seven national championships in football in 2000']"")","(None, None, None, "" ['Oklahoma won the last of its seven national championships in football in 2000']"")","(None, None, None, "" ['Oklahoma last won a national championship in football in the 2000 season']"")","(None, None, None, "" ['Oklahoma last won a National Championship in football in 2000']"")","(None, None, None, "" ['Oklahoma last won a national championship in football in 2000']"")",1,0.00032477576460223647,0.4066262364387512,0.0,"{'avg': 0.4516326697287362, 'normalized_product': 0.43805805112515617, 'min': 0.20458985000000002, 'concepts': [{'Oklahoma': {'avg': 0.484382391081425, 'normalized_product': 0.48413056707391433, 'min': 0.468765259}}, {'last won': {'avg': 0.3972166509883875, 'normalized_product': 0.3836883009057599, 'min': 0.29443359999999996}}, {'a national championship': {'avg': 0.4843902194302367, 'normalized_product': 0.4841435107227838, 'min': 0.46347046000000003}}, {'in football': {'avg': 0.49932193756349996, 'normalized_product': 0.49932148104724977, 'min': 0.49864673615}}, {'in 2000': {'avg': 0.426144139541125, 'normalized_product': 0.39989469049197235, 'min': 0.20458985000000002}}]}",0.0
"['Exodus', 'Deuteronomy']",location of the ten commandments in the bible,"(["" ['"", 'The', ' Ten', ' Command', 'ments', ' are', ' located', ' in', ' the', ' books', ' of', ' Ex', 'od', 'us', ' (', 'Ch', 'ap', 'ters', ' ', '2', '0', ' and', ' ', '3', '4', ')', ' and', ' De', 'uter', 'onomy', ' (', 'Ch', 'apter', ' ', '5', ')', ' in', ' the', ' Bible', ""']"", '</s>'], array([ 0.        , -0.69596066, -0.69347005, -0.6931479 , -0.69315862,
       -0.70610152, -0.81234265, -0.69409654, -0.73102602, -3.63563447,
       -0.69326532, -0.6932602 , -0.69314718, -0.69314945, -0.94722071,
       -0.86826816, -1.59513642, -0.69352944, -0.69315076, -0.69467422,
       -0.6931529 , -2.13982206, -0.69316923, -0.69327272, -0.69382404,
       -0.69360028, -0.69354947, -0.69316256, -0.69314897, -0.69314778,
       -0.69342641, -0.69321621, -0.71094376, -0.69314968, -0.69314766,
       -0.6937372 , -0.80310266, -0.69324243, -0.70013335, -0.79523074,
       -0.69369665]), [1.0, 0.49859523775, 0.49983859062, 0.49999964237213, 0.499994277954, 0.4935646055, 0.44381714, 0.49952554703, 0.481414795, 0.02636719999999998, 0.499940931797, 0.499943494795, 0.5, 0.49999886751175, 0.387817385, 0.419677735, 0.20288085, 0.49980890751, 0.49999821186065, 0.49923706055, 0.499997138977, 0.11767578000000001, 0.4999889731405, 0.49993723631, 0.49966168405, 0.49977350235, 0.49979889393, 0.499992311001, 0.49999910593035, 0.499999701976775, 0.49986040592, 0.49996548891, 0.49118042, 0.4999987483025, 0.49999976158142, 0.49970507622, 0.44793700999999997, 0.49995237589, 0.49651908875, 0.45147705, 0.4997253418], 'The Ten Commandments are located in the books of Exodus (Chapters 20 and 34) and Deuteronomy (Chapter 5) in the Bible')","(None, None, None, "" ['The Ten Commandments are found in the biblical books of Exodus (20:2-17) and Deuteronomy (5:6-21)']"")","(None, None, None, "" ['The Ten Commandments are located in the book of Exodus (Chapter 20, Verses 1-17) in the Bible']"")","(None, None, None, "" ['The Ten Commandments are located in the Book of Exodus, chapter 20, verses 1-17 in the Bible']"")","(None, None, None, "" ['The Ten Commandments are located in the biblical books of Exodus (Chapters 20:1–17) and Deuteronomy (Chapters 5:6–21)']"")","(None, None, None, "" ['The Ten Commandments are located in the books of Exodus and Deuteronomy in the Bible']"")",0,0.7458188310265541,0.45066871047019963,0.0,"{'avg': 0.46994970847029743, 'normalized_product': 0.4358554925546862, 'min': 0.02636719999999998, 'concepts': [{'The Ten Commandments': {'avg': 0.4996069371740325, 'normalized_product': 0.4996065912376235, 'min': 0.49859523775}}, {'the Bible': {'avg': 0.49823573232, 'normalized_product': 0.49823277501113905, 'min': 0.49651908875}}]}",0.0
"['Italy', 'the Italian Campaign']",where did the allies go after north africa,"(["" ['"", 'After', ' North', ' Africa', ',', ' the', ' All', 'ies', ' inv', 'aded', ' Sic', 'ily', ' and', ' Italy', ' during', ' World', ' War', ' II', ""']"", '</s>'], array([ 0.        , -1.18287531, -0.86739594, -0.6931678 , -0.73744914,
       -0.70846935, -0.69834867, -0.69374531, -1.01022857, -0.69314933,
       -0.80337521, -0.69319665, -0.82403141, -1.22768933, -1.70438195,
       -0.71822401, -0.69315851, -0.69775066, -0.70190582, -0.69373768]), [1.0, 0.306396485, 0.420043945, 0.4999896883965, 0.47833252, 0.4923973085, 0.49740600585, 0.4997010231, 0.36413574000000004, 0.4999989271164, 0.44781494, 0.4999752640725, 0.438659668, 0.29296875, 0.181884765, 0.48761749249999997, 0.49999433755875, 0.49770355225, 0.495639801, 0.4997048378], 'After North Africa, the Allies invaded Sicily and Italy during World War II')","(None, None, None, "" ['After North Africa, the Allies invaded Sicily and then moved on to the Italian mainland during World War II']"")","(None, None, None, "" ['The Allies went on to invade Italy and then to launch the D-Day invasion of Normandy after the North Africa campaign']"")","(None, None, None, "" ['After North Africa, the Allies participated in the invasions of Italy and Sicily as well as the D-Day invasion of Western Europe']"")","(None, None, None, "" ['After North Africa, the Allies invaded Sicily and then Italy in the Mediterranean Theater of World War II']"")","(None, None, None, "" ['After North Africa, the Allies invaded Sicily and Italy during World War II']"")",0,0.15741940182051622,0.46672464609146114,0.0,"{'avg': 0.43558943602024414, 'normalized_product': 0.42249955235339237, 'min': 0.181884765, 'concepts': [{'North Africa': {'avg': 0.46612205113216665, 'normalized_product': 0.46486683286865044, 'min': 0.420043945}}, {'the Allies': {'avg': 0.4965014458166667, 'normalized_product': 0.4964920642251291, 'min': 0.4923973085}}, {'invaded': {'avg': 0.43206733355820004, 'normalized_product': 0.4266936598131456, 'min': 0.36413574000000004}}, {'Sicily and Italy': {'avg': 0.41985465551812495, 'normalized_product': 0.41185944045487277, 'min': 0.29296875}}, {'during World War II': {'avg': 0.41680003682718747, 'normalized_product': 0.3854365156422158, 'min': 0.181884765}}]}",0.0
['she who brings victory'],what is the meaning of veronica in english,"(["" ['"", 'Ver', 'on', 'ica', ' is', ' a', ' female', ' given', ' name', ' of', ' Latin', ' origin', ',', ' meaning', ' ""', 'true', ' image', '""', ' or', ' ""', 'b', 'ring', 'er', ' of', ' victory', '""', ' in', ' English', ""']"", '</s>'], array([-0.01277657, -0.88026538, -0.69315243, -0.69314718, -0.76218801,
       -0.72846196, -0.93657565, -0.75084069, -0.69315147, -2.07359928,
       -0.70037155, -0.69770467, -1.05233643, -0.78862827, -0.76120752,
       -1.0597062 , -0.69376154, -0.76782811, -0.76749932, -0.69333078,
       -2.12336083, -0.69407649, -0.69383549, -0.69314754, -0.69316518,
       -0.76251505, -1.1047345 , -0.69325328, -0.69907751, -0.69378253]), [0.9873046999999999, 0.41467285, 0.49999737739565, 0.5, 0.466644287, 0.482650757, 0.391967775, 0.471969605, 0.4999978542328, 0.12573242, 0.49640083315, 0.4977264405, 0.34912109999999996, 0.454467775, 0.46710205, 0.34655761500000004, 0.49969291687, 0.464019775, 0.46417236500000003, 0.49990820885, 0.11962889999999998, 0.4995355606, 0.499655962, 0.499999821186065, 0.4999909996985, 0.4664917, 0.33129883, 0.499946951865, 0.4970436096, 0.49968242645], 'Veronica is a female given name of Latin origin, meaning true image or bringer of victory in English')","(None, None, None, ' [\'Veronica is a female given name of Latin origin meaning ""true image"" or ""honest picture""\']')","(None, None, None, ' [\'The name ""Veronica"" in English is derived from the Latin word ""vera icon"" which means true image\']')","(None, None, None, ' [\'Veronica is a feminine given name with Latin origins that means ""bringer of victory and truth"" in English\']')","(None, None, None, ' [\'Veronica is a female given name possibly derived from the Latin word ""vera,"" meaning truth\']')","(None, None, None, ' [\'Veronica is a female given name of Latin origin that means ""bringer of victory"" or ""true image""\']')",1,0.26015875724842774,0.6454558327794075,1.0,"{'avg': 0.44802068688950064, 'normalized_product': 0.4337080162264847, 'min': 0.11962889999999998, 'concepts': [{'Veronica': {'avg': 0.47155674246521667, 'normalized_product': 0.46976549148876645, 'min': 0.41467285}}, {'female given name': {'avg': 0.4546450780776001, 'normalized_product': 0.4522488921632174, 'min': 0.391967775}}, {'Latin origin': {'avg': 0.44774945788333326, 'normalized_product': 0.4418414312963984, 'min': 0.34912109999999996}}, {'meaning true image': {'avg': 0.44636802637399997, 'normalized_product': 0.44298191801890785, 'min': 0.34655761500000004}}, {'bringer of victory': {'avg': 0.4308838239140942, 'normalized_product': 0.3893213837638955, 'min': 0.11962889999999998}}, {'English': {'avg': 0.499946951865, 'normalized_product': 0.499946951865, 'min': 0.499946951865}}]}",0.0
"['The aorta', 'aorta']",what is the name of the main artery which takes blood from the heart to the body,"(["" ['"", 'The', ' a', 'ort', 'a', ' is', ' the', ' main', ' ar', 'tery', ' which', ' takes', ' blood', ' from', ' the', ' heart', ' to', ' the', ' body', ""']"", '</s>'], array([ 0.        , -1.61580579, -0.79929468, -0.69314718, -0.69314718,
       -0.71242047, -0.69320369, -0.76120752, -0.69314897, -0.69315815,
       -1.08937772, -0.69323373, -0.69314837, -0.69317889, -0.69315028,
       -0.6931504 , -0.69314849, -0.69315028, -0.69346433, -0.80973312,
       -0.69526085]), [1.0, 0.19873047, 0.449645995, 0.5, 0.5, 0.4904556275, 0.4999717473985, 0.46710205, 0.49999910593035, 0.4999945163725, 0.33642578, 0.499956727028, 0.49999940395355, 0.499984145165, 0.49999845027925, 0.4999983906746, 0.4999993443489, 0.49999845027925, 0.49984145165, 0.44497680500000003, 0.4989442825], 'The aorta is the main artery which takes blood from the heart to the body')","(None, None, None, "" ['the aorta is the main artery that takes blood from the heart to the body']"")","(None, None, None, "" ['the aorta is the main artery which takes blood from the heart to the body']"")","(None, None, None, "" ['The aorta is the name of the main artery which takes blood from the heart to the body']"")","(None, None, None, "" ['the aorta is the main artery which takes blood from the heart to the body']"")","(None, None, None, "" ['The aorta is the main artery that takes blood from the heart to the body.']"")",0,0.000556990469340235,0.20456950664520268,0.0,"{'avg': 0.46513321611888436, 'normalized_product': 0.45489034692757635, 'min': 0.19873047, 'concepts': [{'main artery': {'avg': 0.4890318907676166, 'normalized_product': 0.4887822363689019, 'min': 0.46710205}}, {'takes blood': {'avg': 0.499978065490775, 'normalized_product': 0.4999780650354251, 'min': 0.499956727028}}, {'from the heart': {'avg': 0.49999366203961665, 'normalized_product': 0.4999936619943297, 'min': 0.499984145165}}, {'to the body': {'avg': 0.49994641542605, 'normalized_product': 0.4999464099162436, 'min': 0.49984145165}}]}",0.0
