answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,selfcheck_nli_score,selfcheck_bert_score,fleek_score,lm_v_lm_score,lbhd_score
"['Sir Edmund Barton', '1901']",when was the first australian prime minister elected,"(["" ['"", 'The', ' first', ' Australian', ' Prime', ' Minister', ',', ' Alfred', ' De', 'ak', 'in', ',', ' was', ' elected', ' on', ' May', ' ', '3', '1', ',', ' ', '1', '9', '0', '1', ""']"", '</', 's', '>'], array([-0.70733116, -1.75532215, -0.69685621, -0.71018295, -0.8428522 ,
       -0.6976127 , -0.94958422, -1.61703505, -0.71092823, -0.69519013,
       -0.69317365, -0.71170516, -0.69343786, -0.69369474, -1.04745328,
       -2.10315817, -0.69447176, -2.02619693, -0.91029677, -0.80167297,
       -0.69643513, -0.70544478, -0.69424164, -0.69369808, -0.7036082 ,
       -0.70156723, -0.69349223, -0.69335463, -0.69352896]), [0.492958069, 0.17285155000000002, 0.49814891815, 0.49155426, 0.430480955, 0.4977722168, 0.386901855, 0.19848633, 0.4911880495, 0.4989795685, 0.499986767769, 0.49080658, 0.499854683875, 0.49972629547, 0.35083008, 0.12207030000000002, 0.49933815, 0.13183594999999998, 0.402404785, 0.44857788, 0.4983587265, 0.493888855, 0.4994530678, 0.49972462655, 0.494796753, 0.4958076475, 0.49982750416, 0.49989628792, 0.499809145925], 'The first Australian Prime Minister, Alfred Deakin, was elected on May 31, 1901')","(None, None, None, ""['The first Australian prime minister, Edmund Barton, was elected on September 1, 1901']"")","(None, None, None, ""['The first Australian Prime Minister, Alfred Deakin, was elected on June 30, 1901']"")","(None, None, None, ""['Scott Fitzgerald was the first Australian Prime Minister elected in 1901']"")","(None, None, None, ""['The first Australian Prime Minister, Edward Gough Whitlam, was elected on October 20th, 1972']"")","(None, None, None, ""['The first Australian Prime Minister, Alfred Deakin, was elected on May 10, 1901']"")",0.9977904796600342,0.31299741268157955,0,1.0,"{'avg': 0.4118251041533685, 'normalized_product': 0.37624559483227454, 'min': 0.12207030000000002, 'concepts': [{'Alfred Deakin': {'avg': 0.4358894591538, 'normalized_product': 0.41246396167951466, 'min': 0.19848633}}, {'Prime Minister': {'avg': 0.4383850089333334, 'normalized_product': 0.4360421466986388, 'min': 0.386901855}}, {'elected': {'avg': 0.49972629547, 'normalized_product': 0.49972629547, 'min': 0.49972629547}}, {'May 31': {'avg': 0.32064952830000004, 'normalized_product': 0.2704813868489441, 'min': 0.12207030000000002}}, {'1901': {'avg': 0.49799148244999997, 'normalized_product': 0.49798633544873655, 'min': 0.494796753}}]}"
['R. H. Thomson'],who plays matthew on anne with an e,"(["" ['"", 'J', 'ose', 'ph', ' Gordon', '-', 'L', 'ev', 'itt', ' plays', ' Matthew', ' on', ' Anne', ' with', ' an', ' E', ""']"", '</', 's', '>'], array([-0.70469585,         nan, -2.98022809, -0.6941815 , -0.95021543,
       -0.69632797, -0.69388035, -0.69324327, -0.69315767, -0.69592241,
       -0.70686697, -0.76730211, -0.72231604, -0.70895754, -0.69822214,
       -0.80672004, -0.69514999, -0.6936685 , -0.69333793, -0.69353039]), [0.4942588805, -0.08056640000000004, 0.05078125, 0.4994831085, 0.386657715, 0.49841213225, 0.49963355065, 0.499951958655, 0.49999475479125, 0.4986143112, 0.4931869505, 0.46426391499999997, 0.4856262205, 0.4921569825, 0.49746894835, 0.44631958, 0.49899959565, 0.4997394085, 0.49990463257, 0.49980843067], 'Joseph Gordon-Levitt plays Matthew on Anne with an E')","(None, None, None, ""['Joseph Girardi plays Matthew in Anne with an e']"")","(None, None, None, ""['Joseph Gordon-Levitt plays Matthew on Anne with an E']"")","(None, None, None, ""['Eric Knapp plays Matthew on Anne with an E']"")","(None, None, None, ""['Molly Shannon plays Matthew on Anne with an E']"")","(None, None, None, ""['Matthew is played by Ian Somerhalder in Anne with an E']"")",0.799236839869991,0.7165680274367332,0,1.0,"{'avg': 0.4154656651930833, 'normalized_product': 0.0043437976138723635, 'min': -0.08056640000000004, 'concepts': [{'Joseph Gordon-Levitt': {'avg': 0.35679350873078125, 'normalized_product': 7.050348736079548e-05, 'min': -0.08056640000000004}}, {'plays': {'avg': 0.4986143112, 'normalized_product': 0.4986143112, 'min': 0.4986143112}}, {'Matthew': {'avg': 0.4931869505, 'normalized_product': 0.4931869505, 'min': 0.4931869505}}, {'on': {'avg': 0.46426391499999997, 'normalized_product': 0.46426391499999997, 'min': 0.46426391499999997}}, {'Anne with an E': {'avg': 0.48039293283749995, 'normalized_product': 0.47995931407695225, 'min': 0.44631958}}]}"
['Lisa Stelly'],who is the girl in green day 21 guns,"(["" ['"", 'The', ' girl', ' in', ' Green', ' Day', '’', 's', ' song', ' ""', '2', '1', ' G', 'uns', '""', ' is', ' a', ' fict', 'ional', ' character', ' named', ' He', 'ather', ""']"", '</', 's', '>'], array([-0.70272969,         nan, -0.73607838, -0.69761653, -1.22685635,
       -0.6937038 , -1.51871026, -0.6931901 , -2.49768312, -1.45920113,
       -0.69560113, -0.69315362, -0.70441804, -0.69315088, -0.69493883,
       -0.70000275,         nan,         nan, -0.69874755, -0.72934756,
               nan,         nan, -1.53330916, -1.0363805 , -0.69361865,
       -0.69338968, -0.69365132]), [0.4952316285, -0.10839845000000004, 0.4789886475, 0.4977703095, 0.29321289, 0.49972176552, 0.21899415, 0.499978542328, 0.0822754, 0.232421875, 0.4987745285, 0.4999967813492, 0.4943962095, 0.499998152256, 0.49910497665, 0.4965839385, -0.49023439999999996, -0.1948242, 0.4972076415, 0.48222351, -0.16552734999999996, -0.45166015000000004, 0.21582030000000002, 0.35473633, 0.499764323235, 0.49987876415, 0.49974799155], 'The girl in Green Day’s song 21 Guns is a fictional character named Heather')","(None, None, None, ""['Kristen Stewart plays the girl in Green Day 21 Guns']"")","(None, None, None, ""['Heather Silbert is the girl in green day 21 guns']"")","(None, None, None, '[\'the girl in Green Day’s song ""21 Guns"" is Billie Joe Armstrong\']')","(None, None, None, ""['Kaylee Sutton is the girl in Green Day’s music video for “21 Guns”]"")","(None, None, None, ""['Katja Von Blythe, played by Billie Joe Armstrong, is the girl in the music video for 21 Guns by Green Day']"")",0.9978629589080811,0.6182187706232071,0,0.0,"{'avg': 0.2534920485501454, 'normalized_product': 7.125676662356918e-08, 'min': -0.49023439999999996, 'concepts': [{'girl': {'avg': 0.4789886475, 'normalized_product': 0.4789886475, 'min': 0.4789886475}}, {'Green Day': {'avg': 0.39646732776000004, 'normalized_product': 0.38278566204081044, 'min': 0.29321289}}, {'song ': {'avg': 0.1573486375, 'normalized_product': 0.1382844992556107, 'min': 0.0822754}}, {'21 Guns': {'avg': 0.49845412965104, 'normalized_product': 0.4984497488358516, 'min': 0.4943962095}}, {'Heather': {'avg': -0.11791992500000001, 'normalized_product': 4.645646349002486e-16, 'min': -0.45166015000000004}}]}"
['Ledger'],who plays joker in batman the dark knight,"(["" ['"", 'He', 'ath', ' Led', 'ger', ' plays', ' the', ' J', 'oker', ' in', ' Bat', 'man', ':', ' The', ' Dark', ' Knight', ""']"", '</', 's', '>'], array([-0.70031776, -1.64699986, -0.69317829, -0.69409511, -0.69315576,
       -0.8410107 , -0.85770749, -0.74336812, -0.69315004, -0.69359694,
       -1.14419105, -0.69315016, -1.2829378 , -0.69601039, -0.69327236,
       -0.69334556, -0.70181347, -0.6934567 , -0.69330729, -0.69352801]), [0.496427536, 0.19262695000000002, 0.4999844431875, 0.499526262285, 0.4999957084655, 0.43127441499999997, 0.4241333, 0.4755096435, 0.4999985694885, 0.49977517128, 0.31848145, 0.4999985098839, 0.27722168, 0.4985704422, 0.499937415125, 0.49990081787, 0.4956855775, 0.49984526634, 0.49991995096, 0.499809622765], 'Heath Ledger plays the Joker in Batman: The Dark Knight')","(None, None, None, ""['The Joker in Batman: The Dark Knight is played by Heath Ledger']"")","(None, None, None, ""['Heath Ledger plays the Joker in Batman: The Dark Knight']"")","(None, None, None, ""['Heath Ledger played the Joker in The Dark Knight (2008 film)']"")","(None, None, None, ""['Heath Ledger played the Joker in Batman: The Dark Knight']"")","(None, None, None, ""['The Joker in Batman the Dark Knight is played by Heath Ledger']"")",0.0020804213534574957,0.408948278427124,0,0.0,"{'avg': 0.4411289852190267, 'normalized_product': 0.4271537292575944, 'min': 0.19262695000000002, 'concepts': [{'Heath Ledger': {'avg': 0.4230333409845, 'normalized_product': 0.39382160303779, 'min': 0.19262695000000002}}, {'plays': {'avg': 0.43127441499999997, 'normalized_product': 0.43127441499999997, 'min': 0.43127441499999997}}, {'Joker': {'avg': 0.48775410649425, 'normalized_product': 0.48760039123034615, 'min': 0.4755096435}}, {'Batman: The Dark Knight': {'avg': 0.4323517191798167, 'normalized_product': 0.42014675123774703, 'min': 0.27722168}}]}"
"['December 1985', '8 December 1985']",when was the south asian association for regional co-operation (saarc) formed,"(["" ['"", 'The', ' South', ' Asian', ' Association', ' for', ' Regional', ' Co', 'operation', ' (', 'SA', 'AR', 'C', ')', ' was', ' formed', ' on', ' December', ' ', '8', ',', ' ', '1', '9', '7', '9', ""']"", '</', 's', '>'], array([-0.70492742, -1.18486933, -0.7222532 , -0.69541377, -0.69329704,
       -0.69359288, -0.6933613 , -0.6933179 , -1.11473274, -0.70249863,
       -0.6934214 , -0.69615004, -0.69315362, -0.69337883, -0.69423878,
       -0.69870535, -0.86870455, -2.56202379, -0.6937706 , -1.00088582,
       -0.80672004, -0.69589372, -0.69379398, -0.69315398, -1.44563808,
       -1.63190517, -0.71277831, -0.6939085 , -0.69340757, -0.6936103 ]), [0.4941444395, 0.30578613499999996, 0.4856567385, 0.4988679886, 0.49992507696, 0.49977719784, 0.49989295006, 0.49991464615, 0.32800293, 0.4953460695, 0.499862909315, 0.498500824, 0.4999967813492, 0.499884188175, 0.4994544983, 0.4972286225, 0.41949463, 0.07714844999999998, 0.499688386915, 0.36755371000000003, 0.44631958, 0.49862861635, 0.4996767044, 0.49999660253525, 0.23559570000000002, 0.19555665, 0.4902801515, 0.49961948395, 0.49986982345, 0.49976849556], 'The South Asian Association for Regional Cooperation (SAARC) was formed on December 8, 1979')","(None, None, None, ""['The South Asian Association for Regional Cooperation (SAARC) was formed on April 14, 1980']"")","(None, None, None, ""['The South Asian Association for Regional Co-operation (SAARC) was formed on December 8, 1979']"")","(None, None, None, ""['The South Asian Association for Regional Co-operation (SAARC) was formed on December 8, 1979']"")","(None, None, None, ""['The South Asian Association for Regional Cooperation (SAARC) was formed on 19 December 1979']"")","(None, None, None, ""['The South Asian Association for Regional Cooperation (SAARC) was formed on December 8, 1979']"")",0.4011286404449493,0.18658357858657837,0,0.0,"{'avg': 0.42817702595648693, 'normalized_product': 0.4001171800709682, 'min': 0.07714844999999998, 'concepts': [{'South Asian Association for Regional Cooperation': {'avg': 0.4731482183014286, 'normalized_product': 0.4686047817693179, 'min': 0.32800293}}, {'SAARC': {'avg': 0.49945350488806667, 'normalized_product': 0.49945304731730084, 'min': 0.498500824}}, {'formed': {'avg': 0.4972286225, 'normalized_product': 0.4972286225, 'min': 0.4972286225}}, {'December 8': {'avg': 0.3474125890875, 'normalized_product': 0.2818498374254876, 'min': 0.07714844999999998}}, {'1979': {'avg': 0.31027635146666666, 'normalized_product': 0.28447428662971586, 'min': 0.19555665}}]}"
"['September 14, 2008', '2008']",when was the first hunger games book published,"(["" ['"", 'The', ' first', ' Hung', 'er', ' Games', ' book', ',', ' ""', 'The', ' Hung', 'er', ' Games', ',""', ' was', ' published', ' on', ' March', ' ', '1', '9', ',', ' ', '2', '0', '0', '8', ""']"", '</', 's', '>'], array([-0.69918496, -0.71509964, -1.13275803, -0.89345173, -0.69314742,
       -0.69339588, -0.69395431, -1.51982575, -1.23942459, -0.6968409 ,
       -0.69322181, -0.69316709, -0.69321024, -1.24534426, -0.70995016,
       -0.69548833, -1.58674804, -0.84171856, -0.69364703, -0.76231881,
       -0.71897531, -0.70730021, -0.69344048, -0.69321108, -0.69315922,
       -0.69316363, -0.69333269, -0.73131132, -0.69361387, -0.69338563,
       -0.69355734]), [0.49699020385, 0.4891433715, 0.32214355, 0.40924072499999997, 0.49999988079071, 0.49987566471, 0.49959659575, 0.21875, 0.28955078, 0.4981565475, 0.4999626874925, 0.4999900460245, 0.499968469143, 0.28784180000000004, 0.491668701, 0.4988307953, 0.20458985000000002, 0.43096924000000003, 0.49975013733, 0.466583252, 0.4872512815, 0.4929733275, 0.499853372575, 0.49996805191, 0.499993979931, 0.499991774559, 0.499907255175, 0.481277465, 0.49976670742, 0.49988079071, 0.49979496002], 'The first Hunger Games book, The Hunger Games, was published on March 19, 2008')","(None, None, None, '[\'The first Hunger Games book, ""The Hunger Games"", was published on March 19, 2008\']')","(None, None, None, ""['The Hunger Games book was first published on February 21, 2008 by Scholastic']"")","(None, None, None, ""['The first Hunger Games book was published on March 19, 2008']"")","(None, None, None, ""['The first Hunger Games book was published in 2008']"")","(None, None, None, '[\'The first Hunger Games book, titled ""The Hunger Games,"" was published on March 19, 2008\']')",0.34134204797446727,0.35333176851272585,0,0.0,"{'avg': 0.4457788093383684, 'normalized_product': 0.4334506670956031, 'min': 0.20458985000000002, 'concepts': [{'Hunger Games': {'avg': 0.446940750665, 'normalized_product': 0.4355107280324832, 'min': 0.28784180000000004}}, {'book ': {'avg': 0.3359657919166666, 'normalized_product': 0.3162987122486805, 'min': 0.21875}}, {'The Hunger Games': {'avg': 0.457183910032, 'normalized_product': 0.44737555956600783, 'min': 0.28784180000000004}}, {'published': {'avg': 0.4988307953, 'normalized_product': 0.4988307953, 'min': 0.4988307953}}, {'March 19': {'avg': 0.475526094715, 'normalized_product': 0.4748526781242382, 'min': 0.43096924000000003}}, {'2008': {'avg': 0.4999556938813334, 'normalized_product': 0.4999556926142441, 'min': 0.499907255175}}]}"
['Mary Rose Foster'],who did bette midler portray in the rose,"(["" ['"", 'B', 'ette', ' Mid', 'ler', ' port', 'rayed', ' M', 'ery', 'l', ' Stre', 'ep', '’', 's', ' character', ' in', ' ""', 'The', ' Rose', '""]', '</', 's', '>'], array([-0.69837552, -0.77601676, -0.69318533, -0.69338575, -0.69315207,
       -0.70378554, -0.75501999,         nan, -3.02446133, -0.69547112,
       -0.70784977, -0.6932329 , -1.70841689, -0.69318771, -1.07926933,
       -5.27324434, -2.71934419, -0.70390121, -0.77535389, -0.74909639,
       -0.7132764 , -0.69333257, -0.69359837]), [0.4973926545, 0.460235595, 0.4999809265135, 0.499880731105, 0.4999975562095, 0.494709015, 0.47000122, -0.5537109499999999, 0.048583984999999996, 0.49883937835, 0.492702484, 0.49995714426, 0.18115235000000002, 0.49997973442, 0.33984375, 0.005126950000000019, 0.06591796999999999, 0.4946517945, 0.46054077, 0.47279358, 0.4900360105, 0.499907314775, 0.499774456025], 'Bette Midler portrayed Meryl Streep’s character in The Rose]</s>')","(None, None, None, ""['Bette Midler portrayed the character of Ruthless Rita Rudner in The Rose']"")","(None, None, None, '[\'In ""The Rose"", Bette Midler portrayed Dorothy Harris, a housekeeper in Roseanne\'s family\']')","(None, None, None, ""['Bette Midler portrayed Miss Rose in the movie Fiddler on the Roof']"")","(None, None, None, '[\'Bette Midler portrays Rose Nylund in the television sitcom ""The Golden Girls""]')","(None, None, None, '[\'In ""The Rose"", Bette Midler portrays a wealthy woman named Rita Hartley Deveraux\']')",0.9926162600517273,0.7248566001653671,0,1.0,"{'avg': 0.3533772395827619, 'normalized_product': 0.011583333886176626, 'min': -0.5537109499999999, 'concepts': [{'Bette Midler': {'avg': 0.49002370220700003, 'normalized_product': 0.48971339106768264, 'min': 0.460235595}}, {'Meryl Streep': {'avg': 0.19727440832200002, 'normalized_product': 3.5908253192978884e-07, 'min': -0.5537109499999999}}, {'The Rose': {'avg': 0.47759628225, 'normalized_product': 0.47729164912128075, 'min': 0.46054077}}]}"
['David Gahan'],who is the lead singer of depeche mode,"(["" ['"", 'Mart', 'in', ' G', 'ore', ' is', ' the', ' lead', ' singer', ' of', ' De', 'pe', 'che', ' Mode', ""']"", '</', 's', '>'], array([-0.70002964,         nan, -0.69318366, -0.69599318, -0.69317162,
       -0.88913593, -0.70297621, -0.70122876, -0.69429415, -0.69928091,
       -0.70086349, -0.69316268, -0.6931529 , -0.69416813, -0.71064869,
       -0.69358382, -0.69333591, -0.6935199 ]), [0.49657058715, -0.1166992, 0.4999817609785, 0.49857902525, 0.499987781048, 0.41101074, 0.495109558, 0.4959754945, 0.49942684175, 0.49694252015, 0.4961566925, 0.499992251396, 0.499997138977, 0.49948978425, 0.4913253785, 0.49978172779, 0.49990564585, 0.49981367588], 'Martin Gore is the lead singer of Depeche Mode')","(None, None, None, ""['Martin Gore and Dave Gahan, not me, are the lead singers of Depeche Mode']"")","(None, None, None, ""['Dave Gahan is the lead singer of Depeche Mode']"")","(None, None, None, ""['The lead singer of Depeche Mode is Dave Gahan']"")","(None, None, None, ""['Martin Gore is the lead singer of Depeche Mode']"")","(None, None, None, ""['David Bowie is the lead singer of Depeche Mode']"")",0.6976290080463514,0.445986145734787,0,1.0,"{'avg': 0.44430387606149996, 'normalized_product': 0.002550674964008657, 'min': -0.1166992, 'concepts': [{'Martin Gore': {'avg': 0.345462341819125, 'normalized_product': 1.8789355749699664e-08, 'min': -0.1166992}}, {'lead singer': {'avg': 0.497701168125, 'normalized_product': 0.49769817641169783, 'min': 0.4959754945}}, {'Depeche Mode': {'avg': 0.49890896678075003, 'normalized_product': 0.4989063875881788, 'min': 0.4961566925}}]}"
['New Orleans'],where did the butchers in the slaughterhouse cases live,"(["" ['"", 'The', ' but', 'ch', 'ers', ' in', ' the', ' slaughter', 'house', ' cases', ' lived', ' in', ' Chicago', ',', ' Illinois', ""']"", '</', 's', '>'], array([-0.70539844, -0.88144358, -0.82215478, -0.69441733, -0.69318807,
       -0.71617644, -0.69457203, -1.46235738, -0.69325591, -0.69514044,
       -0.75362495, -0.74787075,         nan, -1.03157446, -0.71432007,
       -0.71265383, -0.69348317, -0.69332351, -0.69351894]), [0.493911743, 0.41418457, 0.4394836425, 0.49936532975, 0.499979555607, 0.4886169435, 0.4992880821, 0.23168945000000002, 0.499945640565, 0.499004364, 0.4706573485, 0.473373413, -0.1645508, 0.35644531, 0.4895248415, 0.4903411865, 0.49983203411, 0.49991184473, 0.49981415272], 'The butchers in the slaughterhouse cases lived in Chicago, Illinois')","(None, None, None, ""['the slaughterhouse cases were based on the Supreme Court case Brown v. Board of Education which dealt with segregation in public schools across the United States, specifically in the state of Kansas']"")","(None, None, None, ""['The butchers in the Slaughterhouse Cases lived in Springfield, New Jersey']"")","(None, None, None, ""['the Butchers in the Slaughterhouse Cases lived in Pennsylvania and Ohio']"")","(None, None, None, ""['the butchers in the slaughterhouse cases lived in Cincinnati, Ohio']"")","(None, None, None, ""['The butchers in the slaughterhouse cases lived in the Chicago area']"")",0.7950011350214481,0.4766934305429459,1,1.0,"{'avg': 0.40064544211707687, 'normalized_product': 0.002302040385243295, 'min': -0.1645508, 'concepts': [{'butchers': {'avg': 0.47960950928566665, 'normalized_product': 0.47874521841974677, 'min': 0.4394836425}}, {'slaughterhouse': {'avg': 0.3658175452825, 'normalized_product': 0.34034119717190064, 'min': 0.23168945000000002}}, {'cases': {'avg': 0.499004364, 'normalized_product': 0.499004364, 'min': 0.499004364}}, {'lived': {'avg': 0.4706573485, 'normalized_product': 0.4706573485, 'min': 0.4706573485}}, {'Chicago': {'avg': 0.09594725500000001, 'normalized_product': 5.970304096107661e-16, 'min': -0.1645508}}, {'Illinois': {'avg': 0.4895248415, 'normalized_product': 0.4895248415, 'min': 0.4895248415}}]}"
['W. Edwards Deming'],who developed the concept of total quality management,"(["" ['"", 'W', '.', ' Edwards', ' Dem', 'ing', ' developed', ' the', ' concept', ' of', ' total', ' quality', ' management', ""']"", '</', 's', '>'], array([-0.70181347, -1.50872689, -0.70387036, -0.72318049, -0.69343881,
       -0.69880509, -1.09593034, -0.693658  , -0.69353302, -0.69323898,
       -1.03260238, -0.69329298, -0.69325757, -0.71408632, -0.69340065,
       -0.69328678, -0.69345932]), [0.4956855775, 0.22119139999999998, 0.494667053, 0.485206604, 0.49985420704, 0.49717903135, 0.334228515, 0.4997446537, 0.49980711937, 0.499954104425, 0.3560791, 0.49992710352, 0.4999448061, 0.489639282, 0.499873280525, 0.49993020296, 0.49984395504], 'W. Edwards Deming developed the concept of total quality management')","(None, None, None, ""['W. Edwards Deming developed the concept of total quality management']"")","(None, None, None, ""['W. Edwards Deming and Phil Crosby developed the concept of total quality management']"")","(None, None, None, ""['The concept of total quality management was jointly developed by W. Edwards Deming and Joseph Juran']"")","(None, None, None, ""['W. Edwards Deming and management consultant Jurij Tichy developed the concept of total quality management']"")","(None, None, None, ""['W. Edwards Deming developed the concept of total quality management']"")",0.0042945434339344505,0.3445337891578675,0,0.0,"{'avg': 0.44898197479208335, 'normalized_product': 0.43737634909862144, 'min': 0.22119139999999998, 'concepts': [{'W Edwards Deming': {'avg': 0.43961965907800005, 'normalized_product': 0.42079717577714687, 'min': 0.22119139999999998}}, {'total quality management': {'avg': 0.4519836698733333, 'normalized_product': 0.4464694449066154, 'min': 0.3560791}}]}"
"['Cathy Dennis and Rob Davis', 'Rob Davis', 'Cathy Dennis']",who wrote cant get you out of my head lyrics,"(["" ['"", 'K', 'yl', 'ie', ' Min', 'ogue', ' wrote', ' the', ' lyrics', ' for', ' ""', 'Can', ""'"", 't', ' Get', ' You', ' Out', ' of', ' My', ' Head', '""]', '</', 's', '>'], array([-0.71004327, -1.12107959, -0.71187617, -0.69403067, -0.6946704 ,
       -0.69316745, -0.73713019, -0.98311049, -0.70943822, -1.35457618,
       -0.94251038, -0.77674642, -0.71321412, -0.69315612, -0.71212495,
       -0.69479267, -0.69799212, -0.81709849, -0.69352133, -0.69326008,
       -0.81626977, -0.74542395, -0.69337609, -0.69356235]), [0.491622925, 0.325927735, 0.490722656, 0.4995584488, 0.4992389679, 0.49998986721, 0.4784851075, 0.37414550999999996, 0.491920471, 0.25805664, 0.38964844, 0.4598999025, 0.4900665285, 0.4999955296515, 0.490600586, 0.49917793275, 0.4975833893, 0.441711425, 0.499812960625, 0.4999435544, 0.44207763499999997, 0.474533081, 0.49988555908, 0.499792456625], ""Kylie Minogue wrote the lyrics for Can't Get You Out of My Head]</s>"")","(None, None, None, '[\'Kylie Minogue wrote the lyrics to ""Can\'t Get You Out Of My Head""]')","(None, None, None, '[\'Kylie Minogue wrote the lyrics for ""Can\'t Get You Out of My Head""]')","(None, None, None, '[\'Kylie Minogue wrote the lyrics to the song ""Can\'t Get You Out of My Head""]')","(None, None, None, '[\'The song ""Can\'t Get You Out of My Head"" was written by Kylie Minogue with Scott Cutler and Michael Payn\']')","(None, None, None, '[\'Kylie Minogue wrote ""Can\'t Get You Out of My Head"" lyrics\']')",0.14389594346284867,0.37793514132499695,1,1.0,"{'avg': 0.4609901906018044, 'normalized_product': 0.455582031404094, 'min': 0.25805664, 'concepts': [{'Kylie Minogue': {'avg': 0.463087534982, 'normalized_product': 0.4570489159264212, 'min': 0.325927735}}, {'wrote': {'avg': 0.4784851075, 'normalized_product': 0.4784851075, 'min': 0.4784851075}}, {'lyrics': {'avg': 0.491920471, 'normalized_product': 0.491920471, 'min': 0.491920471}}, {""Can't Get You Out of My Head"": {'avg': 0.4865324231918333, 'normalized_product': 0.4861087460571501, 'min': 0.441711425}}]}"
"['the Elkia Federation', 'the sixth volume']",where does no game no life anime end,"(["" ['"", 'No', ' Game', ' No', ' Life', ' anime', ' ends', ' in', ' volume', ' ', '1', '4', ""']"", '</', 's', '>'], array([-0.70712225, -1.58079919, -0.74436338, -1.12445608, -0.69432375,
       -0.8129617 , -0.76690779,         nan,         nan, -0.71894399,
       -0.97531066,         nan, -1.71653605, -0.69349509, -0.69334509,
       -0.69353874]), [0.4930610655, 0.20581054999999998, 0.475036621, 0.3248291, 0.4994120598, 0.44354248, 0.46444702, -0.017089849999999962, -0.171875, 0.4872665405, 0.377075195, -0.33740234999999996, 0.1796875, 0.49982607365, 0.49990105629, 0.49980425835], 'No Game No Life anime ends in volume 14')","(None, None, None, '[\'No Game No Life anime ends with the completion of the game ""Nouka Ryuukyoku.""\']')","(None, None, None, ""['In the anime series “No Game No Life,” the game-themed setting is depicted as the fictional kingdom of Akihabara, which is located in Japan. The series consists of 25 episodes which depicts the characters exploring this game-themed setting and interacting with other characters, but there is no conclusion or ending in the anime itself. The characters are constantly creating new games and exploring new worlds, making the conclusion of the series subjective depending on which story arc is being followed or viewed. In summary, there is no end to the anime series.']"")","(None, None, None, ""['No Game No Life anime ends at volume 14']"")","(None, None, None, ""['No Game No Life anime ends with Sword Oratoria volume 11']"")","(None, None, None, ""['No Game, No Life anime ends at volume 13 of the light novel series']"")",0.788538717594929,0.5611217558383942,0,1.0,"{'avg': 0.2500956696636363, 'normalized_product': 3.3520214181890182e-09, 'min': -0.33740234999999996, 'concepts': [{'No Game No Life': {'avg': 0.3762720827, 'normalized_product': 0.3548764415214685, 'min': 0.20581054999999998}}, {'anime': {'avg': 0.44354248, 'normalized_product': 0.44354248, 'min': 0.44354248}}, {'ends': {'avg': 0.46444702, 'normalized_product': 0.46444702, 'min': 0.46444702}}, {'volume': {'avg': 0.15769577025, 'normalized_product': 6.980447983474976e-16, 'min': -0.171875}}, {'14': {'avg': 0.019836422500000006, 'normalized_product': 6.140644876558151e-16, 'min': -0.33740234999999996}}]}"
